acc,assay_type,organism
ERR11473471,WGS,human gut metagenome
ERR11473829,WGS,human gut metagenome
ERR7738260,WGS,human gut metagenome
SRR31097885,WGS,gut metagenome
ERR11570109,WGS,human gut metagenome
ERR11564198,WGS,human gut metagenome
ERR11564132,WGS,human gut metagenome
ERR414352,WGS,human gut metagenome
SRR28298294,WGS,human gut metagenome
SRR11125080,WGS,pig gut metagenome
SRR8960477,WGS,pig gut metagenome
SRR8960585,WGS,pig gut metagenome
ERR7365131,WGS,human gut metagenome
SRR26064554,WGS,pig gut metagenome
SRR16327219,OTHER,gut metagenome
SRR10692181,OTHER,human gut metagenome
SRR10692764,OTHER,human gut metagenome
ERR10115172,WGS,human gut metagenome
ERR6395364,WGS,Homo sapiens
ERR4341788,WGS,gut metagenome
ERR11564956,WGS,human gut metagenome
ERR11566671,WGS,human gut metagenome
ERR11566254,WGS,human gut metagenome
ERR11564358,WGS,human gut metagenome
ERR11569232,WGS,human gut metagenome
SRR8960114,WGS,pig gut metagenome
ERR1137172,WGS,human gut metagenome
DRR070919,WGS,human gut metagenome
ERR11474149,WGS,human gut metagenome
ERR11473559,WGS,human gut metagenome
ERR2241918,WGS,metagenome
SRR8524512,WGS,human gut metagenome
SRR17241604,WGS,pig gut metagenome
SRR16894751,WGS,feces metagenome
SRR7989814,WGS,feces metagenome
ERR4335229,WGS,gut metagenome
ERR11504253,WGS,human gut metagenome
ERR11565155,WGS,human gut metagenome
ERR7528788,WGS,metagenome
ERR9190651,WGS,human gut metagenome
ERR13302147,WGS,human gut metagenome
SRR11183946,WGS,pig gut metagenome
SRR11183410,WGS,pig gut metagenome
SRR26064565,WGS,pig gut metagenome
SRR10692189,OTHER,human gut metagenome
SRR25667321,WGS,pig metagenome
SRR7989850,WGS,feces metagenome
ERR5283965,WGS,gut metagenome
ERR6911012,WGS,Homo sapiens
ERR11570035,WGS,human gut metagenome
ERR11565046,WGS,human gut metagenome
ERR11564654,WGS,human gut metagenome
SRR8960835,WGS,pig gut metagenome
SRR11184010,WGS,pig gut metagenome
ERR10370241,WGS,human gut metagenome
ERR11457962,WGS,human gut metagenome
ERR11456478,WGS,human gut metagenome
ERR11477584,WGS,human gut metagenome
SRR24970414,WGS,Homo sapiens
SRR28299152,WGS,human gut metagenome
ERR10558157,WGS,Homo sapiens
SRR30000276,OTHER,human metagenome
SRR10692701,OTHER,human gut metagenome
SRR24962618,WGA,gut metagenome
SRR14571232,WGS,feces metagenome
ERR3211789,WGS,pig gut metagenome
ERR2683266,WGS,wastewater metagenome
SRR17827937,WGS,feces metagenome
SRR24770805,WGS,human gut metagenome
SRR16100424,WGS,human gut metagenome
SRR25758467,WGS,metagenome
SRR21858462,WGS,gut metagenome
ERR3521946,WGS,human metagenome
SRR25321199,WGS,human gut metagenome
ERR11504449,WGS,human gut metagenome
ERR11566690,WGS,human gut metagenome
ERR1600632,WGS,metagenome
SRR11183676,WGS,pig gut metagenome
SRR8960718,WGS,pig gut metagenome
SRR11125954,WGS,pig gut metagenome
ERR10879672,WGS,human gut metagenome
ERR11456677,WGS,human gut metagenome
ERR11457371,WGS,human gut metagenome
ERR11456799,WGS,human gut metagenome
SRR16168976,WGS,gut metagenome
ERR9882654,OTHER,human gut metagenome
SRR12459543,WGA,human gut metagenome
ERR8977415,WGS,wastewater metagenome
SRR17241569,WGS,pig gut metagenome
SRR2857686,WGS,human gut metagenome
SRR13378607,WGS,human gut metagenome
SRR12217736,WGS,gut metagenome
ERR10115185,WGS,human gut metagenome
ERR4341799,WGS,gut metagenome
ERR4335064,WGS,gut metagenome
ERR1135288,WGS,pig gut metagenome
SRR11126497,WGS,pig gut metagenome
ERR10101460,WGS,human gut metagenome
ERR11457956,WGS,human gut metagenome
ERR11473214,WGS,human gut metagenome
DRR162216,WGS,human gut metagenome
ERR4398797,WGS,feces metagenome
ERR1539494,WGS,gut metagenome
SRR12158985,WGS,human gut metagenome
ERR11504123,WGS,human gut metagenome
ERR9609027,WGS,human gut metagenome
ERR688506,WGS,human gut metagenome
ERR11564453,WGS,human gut metagenome
ERR911987,WGS,human gut metagenome
ERR11456685,WGS,human gut metagenome
SRR21969619,OTHER,metagenome
SRR21977557,WGA,pig gut metagenome
SRR19777139,WGS,human gut metagenome
ERR3003433,WGS,human gut metagenome
SRR17241519,WGS,pig gut metagenome
SRR19970126,WGS,human gut metagenome
ERR9762691,WGS,Homo sapiens
DRR221379,WGS,human gut metagenome
ERR12340384,WGS,metagenome
ERR4334264,WGS,gut metagenome
ERR11570384,WGS,human gut metagenome
ERR11504187,WGS,human gut metagenome
SRR11125511,WGS,pig gut metagenome
SRR17241865,WGS,human gut metagenome
ERR11457893,WGS,human gut metagenome
ERR11457483,WGS,human gut metagenome
SRR13271567,WGS,metagenome
SRR10692633,OTHER,human gut metagenome
SRR18572784,WGA,gut metagenome
SRR22402341,WGS,gut metagenome
ERR11564946,WGS,human gut metagenome
SRR11125678,WGS,pig gut metagenome
SRR10499669,WGS,human gut metagenome
ERR11477040,WGS,human gut metagenome
SRR10692128,OTHER,human gut metagenome
SRR31306494,WGA,metagenome
DRR520419,WGS,human gut metagenome
ERR1135459,WGS,pig gut metagenome
ERR11816960,WGS,metagenome
SRR11124774,WGS,pig gut metagenome
SRR8960496,WGS,pig gut metagenome
ERR11478109,WGS,human gut metagenome
SRR13271710,WGS,metagenome
ERR2597343,WGS,gut metagenome
ERR3211745,WGS,pig gut metagenome
SRR19668092,WGS,gut metagenome
SRR25936394,WGS,pig gut metagenome
SRR25936192,WGS,pig gut metagenome
SRR5866459,WGS,human gut metagenome
ERR12203455,WGS,metagenome
ERR4330032,WGS,gut metagenome
ERR11564600,WGS,human gut metagenome
ERR11569122,WGS,human gut metagenome
SRR8960411,WGS,pig gut metagenome
SRR8960833,WGS,pig gut metagenome
SRR17065424,WGS,metagenome
ERR11457151,WGS,human gut metagenome
ERR7745859,WGS,human gut metagenome
SRR24962600,WGA,gut metagenome
ERR4682792,WGS,wastewater metagenome
ERR1539541,WGS,gut metagenome
SRR25161322,WGS,pig gut metagenome
ERR9250093,WGS,Homo sapiens
ERR4283163,WGS,Homo sapiens
SRR24686986,WGS,human gut metagenome
ERR4334200,WGS,gut metagenome
ERR11570371,WGS,human gut metagenome
ERR11504583,WGS,human gut metagenome
ERR1600584,WGS,metagenome
ERR912160,WGS,human gut metagenome
SRR11124664,WGS,pig gut metagenome
ERR11473412,WGS,human gut metagenome
ERR11473528,WGS,human gut metagenome
SRR18468258,OTHER,human gut metagenome
ERR6279618,WGS,human gut metagenome
ERR4283337,WGS,Homo sapiens
SRR13061042,WGS,human gut metagenome
SRR15123553,WGS,gut metagenome
ERR10754268,WGS,feces metagenome
ERR4333901,WGS,gut metagenome
ERR11570260,WGS,human gut metagenome
ERR11565092,WGS,human gut metagenome
ERR11566258,WGS,human gut metagenome
SRR10691974,OTHER,human gut metagenome
SRR11125730,WGS,pig gut metagenome
SRR11183582,WGS,pig gut metagenome
SRR11183812,WGS,pig gut metagenome
ERR11474069,WGS,human gut metagenome
ERR7738566,WGS,human gut metagenome
ERR12328501,WGS,metagenome
ERR2227448,WGS,gut metagenome
ERR1136859,WGS,human gut metagenome
ERR2245473,WGS,metagenome
SRR11482322,WGS,dust metagenome
SRR20627608,WGS,gut metagenome
ERR4398807,WGS,feces metagenome
ERR8314769,WGS,pig gut metagenome
SRR25571748,WGS,human gut metagenome
ERR11565056,WGS,human gut metagenome
ERR11570230,WGS,human gut metagenome
SRR21969311,OTHER,metagenome
ERR10370244,WGS,human gut metagenome
ERR10101873,WGS,human gut metagenome
ERR11457644,WGS,human gut metagenome
ERR11456917,WGS,human gut metagenome
ERR11457323,WGS,human gut metagenome
ERR11474328,WGS,human gut metagenome
ERR12350870,WGS,metagenome
SRR12447082,WGS,wastewater metagenome
SRR5580272,WGS,human gut metagenome
ERR3003481,WGS,human gut metagenome
SRR11835964,WGS,metagenome
SRR5057111,WGS,human gut metagenome
SRR8198114,WGS,pig metagenome
SRR5056990,WGS,human gut metagenome
SRR18707052,WGS,metagenome
ERR4334214,WGS,gut metagenome
ERR11568932,WGS,human gut metagenome
ERR11456890,WGS,human gut metagenome
ERR11473909,WGS,human gut metagenome
ERR12345067,WGS,metagenome
ERR3764860,WGS,human gut metagenome
ERR6279669,WGS,human gut metagenome
SRR17382065,WGS,human gut metagenome
SRR25445143,WGS,metagenome
ERR12719097,WGS,Homo sapiens
SRR5057112,WGS,human gut metagenome
ERR2641618,WGS,human metagenome
ERR4334168,WGS,gut metagenome
ERR11564812,WGS,human gut metagenome
ERR11565454,WGS,human gut metagenome
ERR11570038,WGS,human gut metagenome
SRR8960309,WGS,pig gut metagenome
SRR11125038,WGS,pig gut metagenome
SRR26064568,WGS,pig gut metagenome
SRR15520956,WGS,metagenome
ERR7439164,WGS,human gut metagenome
ERR10930167,WGS,pig gut metagenome
ERR1135309,WGS,pig gut metagenome
SRR17827880,WGS,feces metagenome
ERR1136958,WGS,human gut metagenome
SRR6714217,WGS,human gut metagenome
SRR28060809,WGS,wastewater metagenome
SRR22438155,WGS,human metagenome
ERR4333981,WGS,gut metagenome
ERR11564144,WGS,human gut metagenome
SRR28282618,WGS,human gut metagenome
SRR8960662,WGS,pig gut metagenome
SRR11125697,WGS,pig gut metagenome
SRR11125256,WGS,pig gut metagenome
ERR11456789,WGS,human gut metagenome
ERR7738447,WGS,human gut metagenome
SRR20632269,WGS,pig gut metagenome
ERR8098065,FL-cDNA,metagenome
SRR25459922,WGS,fermentation metagenome
ERR414382,WGS,human gut metagenome
ERR2641255,WGS,human metagenome
SRR14368324,OTHER,gut metagenome
ERR11504341,WGS,human gut metagenome
ERR11566231,WGS,human gut metagenome
ERR10101439,WGS,human gut metagenome
SRR17643514,WGS,human gut metagenome
ERR11477919,WGS,human gut metagenome
ERR11473242,WGS,human gut metagenome
ERR11457469,WGS,human gut metagenome
ERR11477226,WGS,human gut metagenome
ERR11456556,WGS,human gut metagenome
ERR2641586,WGS,human metagenome
SRR5580158,WGS,human gut metagenome
SRR24770811,WGS,human gut metagenome
SRR12711132,WGS,gut metagenome
SRR16280114,WGS,feces metagenome
SRR30834794,WGS,metagenome
ERR11569204,WGS,human gut metagenome
ERR11569605,WGS,human gut metagenome
SRR24884164,WGS,human gut metagenome
ERR10368768,WGS,human gut metagenome
SRR27460864,WGS,Homo sapiens
ERR5862834,OTHER,metagenome
ERR1713396,WGS,wastewater metagenome
SRR22682887,WGS,metagenome
ERR6395193,WGS,Homo sapiens
SRR22024914,WGS,metagenome
SRR22582317,WGS,human gut metagenome
ERR11503904,WGS,human gut metagenome
ERR11570268,WGS,human gut metagenome
ERR11566610,WGS,human gut metagenome
ERR11564607,WGS,human gut metagenome
ERR13955652,WGS,human gut metagenome
SRR11123009,WGS,pig gut metagenome
SRR11184035,WGS,pig gut metagenome
ERR3229974,WGS,gut metagenome
ERR11457479,WGS,human gut metagenome
ERR11478245,WGS,human gut metagenome
SRR13348570,WGS,metagenome
SRR21938581,OTHER,metagenome
SRR12395647,WGS,gut metagenome
ERR3211948,WGS,pig gut metagenome
SRR28751629,WGS,gut metagenome
ERR4335044,WGS,gut metagenome
ERR6170213,WGS,human gut metagenome
SRR8960923,WGS,pig gut metagenome
SRR11126293,WGS,pig gut metagenome
SRR11126239,WGS,pig gut metagenome
SRR14369234,WGS,pig gut metagenome
SRR6367589,WGS,gut metagenome
ERR11474081,WGS,human gut metagenome
ERR3003414,WGS,human gut metagenome
SRR8898559,WGS,human gut metagenome
SRR11482348,WGS,dust metagenome
SRR30861096,WGS,gut metagenome
SRR17827931,WGS,feces metagenome
ERR11570778,WGS,human gut metagenome
ERR11504669,WGS,human gut metagenome
ERR2102810,WGS,human gut metagenome
ERR11566180,WGS,human gut metagenome
ERR1135334,WGS,pig gut metagenome
SRR11126531,WGS,pig gut metagenome
SRR17827834,WGS,feces metagenome
ERR4283249,WGS,Homo sapiens
ERR4334061,WGS,gut metagenome
SRR5519166,WGS,feces metagenome
SRR11183350,WGS,pig gut metagenome
ERR11474123,WGS,human gut metagenome
ERR11477595,WGS,human gut metagenome
SRR21938295,OTHER,metagenome
ERR4097285,WGS,human gut metagenome
ERR12351270,WGS,metagenome
ERR5862835,OTHER,metagenome
ERR6395348,WGS,Homo sapiens
SRR30201828,WGS,anaerobic digester metagenome
SRR14350344,Hi-C,feces metagenome
SRR10499557,WGS,human gut metagenome
SRR14263099,WGS,feces metagenome
SRR6122269,WGS,gut metagenome
SRR8198124,WGS,pig metagenome
ERR2245491,WGS,metagenome
SRR22185090,WGS,gut metagenome
SRR22682856,WGS,metagenome
DRR576412,WGS,human gut metagenome
SRR13844389,WGS,human gut metagenome
ERR11569252,WGS,human gut metagenome
SRR11125176,WGS,pig gut metagenome
ERR7745975,WGS,human gut metagenome
SRR22243224,WGA,pig gut metagenome
ERR3212044,WGS,pig gut metagenome
SRR25571504,WGS,human gut metagenome
SRR16280046,WGS,feces metagenome
ERR2806347,WGS,Homo sapiens
SRR11851404,WGS,human metagenome
ERR4330061,WGS,gut metagenome
ERR6212210,WGS,metagenome
ERR11569815,WGS,human gut metagenome
ERR11799502,WGS,metagenome
SRR11125780,WGS,pig gut metagenome
ERR11457201,WGS,human gut metagenome
ERR11474320,WGS,human gut metagenome
ERR11473407,WGS,human gut metagenome
SRR12793302,OTHER,gut metagenome
ERR8977390,WGS,wastewater metagenome
ERR2241745,WGS,metagenome
SRR6339456,WGS,human metagenome
ERR11503957,WGS,human gut metagenome
SRR11183623,WGS,pig gut metagenome
ERR11029192,WGS,human gut metagenome
ERR11474104,WGS,human gut metagenome
ERR11477408,WGS,human gut metagenome
ERR479418,WGS,Homo sapiens
SRR8898518,WGS,human gut metagenome
SRR19052725,WGS,metagenome
ERR3521978,WGS,human metagenome
SRR22460749,WGS,pig metagenome
ERR11566636,WGS,human gut metagenome
ERR11473912,WGS,human gut metagenome
SRR27538833,WGS,human gut metagenome
SRR12159092,WGS,human gut metagenome
SRR25936348,WGS,pig gut metagenome
DRR221356,WGS,human gut metagenome
ERR11566381,WGS,human gut metagenome
ERR11029145,WGS,human gut metagenome
SRR12771487,WGS,human gut metagenome
SRR18572855,WGA,gut metagenome
ERR4341776,WGS,gut metagenome
ERR11570693,WGS,human gut metagenome
ERR11564768,WGS,human gut metagenome
SRR19670660,WGS,synthetic metagenome
SRR14874775,WGS,human gut metagenome
SRR11183497,WGS,pig gut metagenome
ERR11457338,WGS,human gut metagenome
ERR11456699,WGS,human gut metagenome
SRR12203196,WGS,pig gut metagenome
SRR3181154,WGS,bovine gut metagenome
ERR11806404,WGS,metagenome
ERR12340462,WGS,metagenome
SRR27916060,WGS,human gut metagenome
ERR414279,WGS,human gut metagenome
ERR260266,WGS,human metagenome
SRR5008230,WGS,pig metagenome
SRR31097910,WGS,gut metagenome
SRR13517638,WGS,pig gut metagenome
SRR25477935,WGS,metagenome
SRR28555617,WGS,gut metagenome
ERR4335187,WGS,gut metagenome
ERR4334184,WGS,gut metagenome
ERR11565008,WGS,human gut metagenome
SRR8960468,WGS,pig gut metagenome
SRR11126378,WGS,pig gut metagenome
ERR5729371,OTHER,metagenome
ERR11457203,WGS,human gut metagenome
SRR18150562,WGS,metagenome
SRR8317185,WGS,human gut metagenome
SRR5056801,WGS,human gut metagenome
SRR12101446,WGS,human gut metagenome
SRR8655114,WGS,pig gut metagenome
ERR2391216,WGS,metagenomes
ERR10692012,WGS,feces metagenome
SRR18468063,OTHER,human gut metagenome
ERR11565109,WGS,human gut metagenome
ERR11564616,WGS,human gut metagenome
SRR22328038,WGS,pig gut metagenome
SRR8960558,WGS,pig gut metagenome
ERR11456527,WGS,human gut metagenome
ERR11477032,WGS,human gut metagenome
SRR22098454,WGA,gut metagenome
ERR2245474,WGS,metagenome
SRR12907745,WGS,human gut metagenome
SRR25667270,WGS,pig metagenome
SRR8925816,WGS,bioreactor metagenome
SRR12874583,WGS,human gut metagenome
SRR30025611,WGS,human gut metagenome
SRR25438983,WGS,human gut metagenome
DRR174586,WGS,human gut metagenome
SRR13059283,WGS,human gut metagenome
SRR15702470,WGS,human gut metagenome
ERR3957724,WGS,human gut metagenome
ERR4865881,WGS,human gut metagenome
SRR11126390,WGS,pig gut metagenome
ERR11456681,WGS,human gut metagenome
ERR11457491,WGS,human gut metagenome
SRR21969313,OTHER,metagenome
ERR7197522,WGS,Sus scrofa
SRR13928139,WGS,human metagenome
SRR13517630,WGS,pig gut metagenome
SRR16894906,WGS,feces metagenome
SRR19487788,WGS,human gut metagenome
ERR1600644,WGS,metagenome
ERR11569514,WGS,human gut metagenome
ERR11569420,WGS,human gut metagenome
SRR22328049,WGS,pig gut metagenome
ERR11477758,WGS,human gut metagenome
ERR4682384,WGS,wastewater metagenome
SRR9866677,WGS,Lawsonia intracellularis
SRR13090041,WGS,metagenome
ERR6395214,WGS,Homo sapiens
ERR1135353,WGS,pig gut metagenome
SRR13077750,WGS,human gut metagenome
ERR1137262,WGS,human gut metagenome
ERR7438479,WGS,Rinodina peloleuca
ERR11474000,WGS,human gut metagenome
ERR11456580,WGS,human gut metagenome
ERR7738570,WGS,human gut metagenome
SRR10692321,OTHER,human gut metagenome
ERR3473088,OTHER,human gut metagenome
SRR18912956,OTHER,human gut metagenome
SRR7989979,WGS,feces metagenome
SRR18652161,WGA,metagenome
SRR6231184,WGS,wastewater metagenome
SRR8898523,WGS,human gut metagenome
SRR25477978,WGS,metagenome
SRR21615083,WGS,Bacteroides fragilis
ERR4335032,WGS,gut metagenome
ERR11504335,WGS,human gut metagenome
ERR11564595,WGS,human gut metagenome
SRR10692738,OTHER,human gut metagenome
SRR8960866,WGS,pig gut metagenome
ERR11476997,WGS,human gut metagenome
SRR5903357,WGS,human gut metagenome
ERR2855924,WGS,feces metagenome
SRR18391792,WGS,feces metagenome
ERR4283492,WGS,Homo sapiens
SRR27117403,WGS,human gut metagenome
ERR1135336,WGS,pig gut metagenome
SRR11124916,WGS,pig gut metagenome
ERR10101480,WGS,human gut metagenome
ERR11478614,WGS,human gut metagenome
ERR11080676,OTHER,Homo sapiens
SRR19777133,WGS,human gut metagenome
SRR15832829,WGA,human gut metagenome
ERR1539648,WGS,gut metagenome
ERR2597391,WGS,gut metagenome
ERR3211926,WGS,pig gut metagenome
SRR25727106,WGS,wastewater metagenome
SRR26750166,WGS,human gut metagenome
ERR11570771,WGS,human gut metagenome
ERR11564179,WGS,human gut metagenome
ERR11569218,WGS,human gut metagenome
SRR8960629,WGS,pig gut metagenome
SRR11125751,WGS,pig gut metagenome
ERR11473888,WGS,human gut metagenome
SRR10828609,WGS,feces metagenome
SRR12887162,WGS,human gut metagenome
ERR3003501,WGS,human gut metagenome
ERR6910964,WGS,Homo sapiens
SRR12459313,WGA,human gut metagenome
ERR1137190,WGS,human gut metagenome
SRR11941523,WGS,human gut metagenome
ERR8314765,WGS,pig gut metagenome
ERR8314744,WGS,pig gut metagenome
SRR25825498,WGS,human gut metagenome
SRR29703817,WGS,feces metagenome
SRR22682868,WGS,metagenome
SRR13837343,WGS,gut metagenome
SRR14874700,WGS,human gut metagenome
ERR4341947,WGS,gut metagenome
ERR11566633,WGS,human gut metagenome
ERR11569940,WGS,human gut metagenome
ERR11566514,WGS,human gut metagenome
SRR28284351,WGS,human gut metagenome
SRR8960407,WGS,pig gut metagenome
ERR1224341,WGS,unidentified
SRR9866675,WGS,Lawsonia intracellularis
ERR6395203,WGS,Homo sapiens
SRR15275210,WGS,human gut metagenome
ERR11503983,WGS,human gut metagenome
SRR11126459,WGS,pig gut metagenome
ERR11458779,WGS,Homo sapiens
SRR22439064,OTHER,gut metagenome
SRR16596999,OTHER,gut metagenome
SRR21938086,OTHER,metagenome
SRR12395643,WGS,gut metagenome
ERR2597445,WGS,gut metagenome
SRR26629420,WGS,pig metagenome
SRR30134490,WGS,human gut metagenome
ERR4333902,WGS,gut metagenome
ERR11566158,WGS,human gut metagenome
SRR11125914,WGS,pig gut metagenome
SRR11183760,WGS,pig gut metagenome
SRR11125231,WGS,pig gut metagenome
DRR070927,WGS,human gut metagenome
ERR11478608,WGS,human gut metagenome
SRR21969366,OTHER,metagenome
ERR2597504,WGS,gut metagenome
ERR8977423,WGS,wastewater metagenome
SRR5786442,WGS,gut metagenome
SRR26820187,WGS,pig gut metagenome
SRR8925751,WGS,bioreactor metagenome
SRR31127807,WGS,bovine gut metagenome
ERR2020030,WGS,Sus scrofa
SRR14874679,WGS,human gut metagenome
ERR3588744,WGS,metagenome
ERR321626,WGS,human gut metagenome
ERR11568983,WGS,human gut metagenome
SRR11125046,WGS,pig gut metagenome
ERR7451771,WGS,human gut metagenome
ERR11476969,WGS,human gut metagenome
ERR11456828,WGS,human gut metagenome
ERR11457778,WGS,human gut metagenome
SRR28249669,WGS,human gut metagenome
SRR8114026,WGS,human gut metagenome
SRR10209674,WGS,pig gut metagenome
ERR3451310,WGS,human metagenome
ERR11569235,WGS,human gut metagenome
ERR1135409,WGS,pig gut metagenome
ERR414443,WGS,human gut metagenome
SRR30181155,WGS,metagenome
SRR11183607,WGS,metagenome
SRR11183413,WGS,pig gut metagenome
SRR11183526,WGS,pig gut metagenome
SRR21969243,OTHER,metagenome
SRR22098440,WGA,gut metagenome
SRR30884435,WGS,feces metagenome
SRR22682877,WGS,metagenome
ERR4283384,WGS,Homo sapiens
ERR11504022,WGS,human gut metagenome
SRR11126418,WGS,pig gut metagenome
