rank,name,diff,sourmash,singleM
genus,g__Escherichia,5.64183053,0.365047456,6.006877986
family,f__Bacteroidaceae,-1.804539297,7.863088255,6.058548958
family,f__Lachnospiraceae,-3.69319737,9.751890759,6.058693389
order,o__Lactobacillales,-2.146464899,8.209192319,6.06272742
family,f__Lachnospiraceae,-2.173271522,8.239150026,6.065878504
order,o__Lachnospirales,-3.747439016,9.818278856,6.07083984
class,c__Gammaproteobacteria,3.64621274,2.428460103,6.074672843
order,o__Lachnospirales,-2.301613,8.387815196,6.086202196
phylum,p__Pseudomonadota,3.601569465,2.494427228,6.095996693
family,f__Oscillospiraceae,-7.19991873,13.34128161,6.141362875
order,o__Enterobacterales,5.058931629,1.100545315,6.159476944
family,f__UBA1242,-21.28532263,27.47377593,6.188453309
strain,GCA_037369705 s__Prevotella sp900313215,6.195989768,0,6.195989768
species,s__Prevotella sp900313215,3.933126104,2.278305564,6.211431668
order,o__Christensenellales,-9.441970709,15.66074915,6.218778438
family,f__Bacteroidaceae,-1.959462665,8.20012504,6.240662374
family,f__Enterobacteriaceae,5.243055473,1.008131057,6.25118653
family,f__Lachnospiraceae,1.532183475,4.721203546,6.253387021
order,o__Oscillospirales,-10.71195672,16.9702214,6.258264687
order,o__Lachnospirales,1.507084729,4.759704696,6.266789425
class,c__Gammaproteobacteria,4.759968231,1.518770562,6.278738793
order,o__Oscillospirales,-8.508819655,14.8047774,6.295957749
family,f__Oscillospiraceae,-11.09453242,17.42148281,6.326950394
family,f__Lachnospiraceae,-1.339404068,7.675925506,6.336521438
order,o__Lachnospirales,-1.385249365,7.728790007,6.343540642
strain,GCF_004167405 s__Faecalibacterium prausnitzii,6.376730848,0,6.376730848
species,s__Faecalibacterium prausnitzii,6.318781799,0.057949049,6.376730848
family,f__Ruminococcaceae,2.052971702,4.330296998,6.383268699
class,c__Bacilli,-8.251132023,14.66102619,6.409894168
order,o__Enterobacterales,5.222555549,1.19015472,6.412710269
family,f__Ruminococcaceae,1.5399278,4.89067986,6.430607659
class,c__Bacilli,-9.658336633,16.09845707,6.440120441
order,o__Lactobacillales,-6.502001865,12.9619353,6.459933433
family,f__Oscillospiraceae,-9.251024746,15.72808624,6.477061492
phylum,p__Pseudomonadota,4.166345955,2.316463112,6.482809067
order,o__Oscillospirales,-9.624458842,16.11548687,6.491028026
genus,g__Faecalibacterium,6.163343989,0.328749415,6.492093404
class,c__Gammaproteobacteria,4.95880586,1.534199446,6.493005306
class,c__Bacilli,-13.40590829,19.89912774,6.493219456
strain,AtH2023_SRR8960761_MAG04 s__Lactobacillus amylovorus,6.502146199,0,6.502146199
family,f__Bacteroidaceae,-1.421330312,7.98702288,6.565692568
phylum,p__Pseudomonadota,4.760427455,1.845239881,6.605667336
family,f__Oscillospiraceae,-9.068519907,15.74607482,6.677554912
family,f__Ruminococcaceae,2.803090961,3.952733875,6.755824836
family,f__Lachnospiraceae,-3.336617306,10.14655616,6.809938858
order,o__Lachnospirales,-3.414654498,10.23083766,6.816183166
family,f__Oscillospiraceae,-6.720803609,13.61728913,6.896485522
class,c__Spirochaetia,-3.724855012,10.646023,6.921167986
phylum,p__Spirochaetota,-3.730228302,10.65139629,6.921167986
class,c__Bacilli,-8.344658016,15.29533391,6.950675891
genus,g__Lactobacillus,2.269924872,4.71773682,6.987661692
family,f__Ruminococcaceae,5.53680203,1.472128736,7.008930766
order,o__Oscillospirales,-9.050945013,16.09322974,7.042284732
genus,g__Cryptobacteroides,-2.462713286,9.536637297,7.073924011
family,f__Lachnospiraceae,-4.273457767,11.36835161,7.09489384
order,o__Lachnospirales,-4.306364481,11.40915128,7.102786799
species,s__Lactobacillus amylovorus,-1.04166626,8.197486095,7.155819835
class,c__Spirochaetia,-3.118884514,10.47542524,7.356540727
phylum,p__Spirochaetota,-3.118884514,10.47542524,7.356540727
family,f__UBA932,-2.539153796,9.907774471,7.368620675
family,f__Bacteroidaceae,-1.020847617,8.429822084,7.408974467
order,o__Oscillospirales,-11.78917257,19.203849,7.414676436
order,o__Oscillospirales,-12.7033346,20.19162491,7.488290307
genus,g__Lactobacillus,-1.484951797,9.053762089,7.568810291
class,c__Bacilli,-8.704465294,16.34955772,7.645092426
order,o__Oscillospirales,-14.8071123,22.51909311,7.711980803
family,f__Lachnospiraceae,-3.220237625,11.01941666,7.799179034
order,o__Lachnospirales,-3.299602365,11.12208203,7.822479666
order,o__Oscillospirales,-5.408955227,13.34697916,7.938023934
order,o__Oscillospirales,-2.564363335,10.53748775,7.973124411
family,f__Lactobacillaceae,-1.922645584,9.91731709,7.994671506
order,o__Lactobacillales,-4.461644333,12.48656396,8.024919622
order,o__Oscillospirales,-10.55380398,18.60542301,8.051619033
genus,g__Prevotella,-1.018034732,9.11023528,8.092200549
order,o__Oscillospirales,-10.01580022,18.17786929,8.162069065
genus,g__Prevotella,-2.280162734,10.69508184,8.414919104
order,o__Oscillospirales,-11.5629243,19.99114269,8.428218385
class,c__Gammaproteobacteria,2.278632422,6.162010859,8.44064328
family,f__Oscillospiraceae,-10.50462525,18.97233645,8.467711203
phylum,p__Pseudomonadota,2.127372911,6.484934108,8.612307019
family,f__Oscillospiraceae,-15.13648558,23.75371767,8.617232098
class,c__Clostridia,-8.812240162,17.56076969,8.748529529
class,c__Bacilli,-9.85139851,18.60557461,8.754176103
order,o__Oscillospirales,-4.475973516,13.26333183,8.787358319
order,o__Oscillospirales,-22.15189266,30.94989542,8.798002767
strain,GCA_945912195 s__Bullifex sp022788185,8.949060924,0,8.949060924
order,o__Oscillospirales,-11.92454458,21.06959467,9.145050085
order,o__Lactobacillales,-2.617973414,11.80721217,9.189238759
family,f__Lactobacillaceae,-2.140857866,11.34308342,9.202225554
order,o__Oscillospirales,-13.70905422,22.95963689,9.25058267
genus,g__Prevotella,-1.24690314,10.5820839,9.335180759
order,o__Oscillospirales,-12.2157776,21.5604573,9.344679707
genus,g__Prevotella,-2.096606359,11.46818059,9.371574236
order,o__Oscillospirales,-7.08848987,16.46815324,9.37966337
family,f__Bacteroidaceae,-2.309484362,11.79147259,9.481988228
order,o__Oscillospirales,-8.512187363,18.04806226,9.535874897
species,s__Bullifex sp022788185,-5.274617755,14.88622451,9.611606752
class,c__Bacilli,-10.13858341,19.84079356,9.702210153
genus,g__Bullifex,-5.119773475,14.88622451,9.766451032
genus,g__Prevotella,-1.749497533,11.58714551,9.837647977
class,c__Bacilli,-11.73355143,21.67961524,9.94606381
class,c__Clostridia,-14.29102192,24.28410474,9.993082813
order,o__Oscillospirales,-13.36219126,23.35822566,9.996034402
class,c__Clostridia,-14.77474346,24.88888889,10.11414543
order,o__Oscillospirales,-18.54781236,28.77833959,10.23052722
order,o__Christensenellales,-27.37117352,37.6115419,10.24036837
class,c__Clostridia,-15.37019402,25.6882902,10.31809619
order,o__Oscillospirales,-6.521821259,16.96455237,10.44273111
family,f__Bacteroidaceae,-4.647479054,15.13166965,10.4841906
family,f__Lachnospiraceae,-10.98560654,21.57306222,10.58745567
order,o__Lachnospirales,-11.0509309,21.64954059,10.59860968
family,f__Sphaerochaetaceae,-6.340427128,17.00841597,10.66798884
order,o__Sphaerochaetales,-6.340427128,17.00841597,10.66798884
order,o__Oscillospirales,-10.71935406,21.39429656,10.6749425
class,c__Spirochaetia,-6.439844767,17.12754106,10.68769629
phylum,p__Spirochaetota,-6.570790154,17.25879926,10.68800911
family,f__Bacteroidaceae,-1.703774989,12.39390172,10.69012674
order,o__Oscillospirales,-12.15894365,23.02313592,10.86419227
order,o__Oscillospirales,-6.468918316,17.41971808,10.95079977
order,o__Bacteroidales,-3.521721955,14.59250958,11.07078762
class,c__Bacteroidia,-3.569072016,14.64637251,11.07730049
phylum,p__Bacteroidota,-3.569072016,14.64637251,11.07730049
family,f__Bacteroidaceae,-2.602483904,13.70081941,11.0983355
order,o__Oscillospirales,-5.44829667,16.65525692,11.20696025
class,c__Clostridia,-15.05101374,26.40412363,11.35310988
family,f__Bacteroidaceae,-1.719538507,13.08081459,11.36127608
family,f__Bacteroidaceae,-3.430155666,14.83285155,11.40269588
class,c__Clostridia,-15.72110485,27.12910451,11.40799967
class,c__Clostridia,-24.62294444,36.19525001,11.57230557
class,c__Bacilli,-9.881268573,21.62307417,11.74180559
class,c__Clostridia,-8.622878439,20.4787618,11.85588336
class,c__Clostridia,-13.18420522,25.04169339,11.85748817
strain,GCF_946909825 s__Escherichia coli,11.88672281,0,11.88672281
order,o__Bacteroidales,-6.797131148,18.68734189,11.89021074
class,c__Bacteroidia,-6.821784455,18.72364846,11.901864
phylum,p__Bacteroidota,-6.821784455,18.72364846,11.901864
family,f__Bacteroidaceae,-3.351463636,15.32830766,11.97684402
species,s__Escherichia coli,9.582920349,2.400150009,11.98307036
genus,g__Escherichia,7.496008909,4.489251166,11.98526008
strain,AtH2023_SRR8960761_MAG04 s__Lactobacillus amylovorus,12.11491345,0,12.11491345
order,o__Bacteroidales,-5.266295084,17.4291939,12.16289882
class,c__Bacteroidia,-5.304581916,17.47235582,12.1677739
phylum,p__Bacteroidota,-5.304581916,17.47235582,12.1677739
class,c__Clostridia,-14.96606591,27.31015554,12.34408962
order,o__Bacteroidales,-5.38321624,17.78448795,12.40127171
class,c__Bacteroidia,-5.619452882,18.04721852,12.42776564
phylum,p__Bacteroidota,-5.619452882,18.04721852,12.42776564
species,s__Lactobacillus amylovorus,-8.472865654,21.05744539,12.58457973
order,o__Oscillospirales,-8.795591194,21.3882801,12.59268891
order,o__Oscillospirales,-7.701165087,20.30322375,12.60205866
genus,g__Prevotella,-4.830442383,17.47401017,12.64356779
class,c__Clostridia,-27.68194572,40.36134611,12.67940039
order,o__Bacteroidales,-7.731370203,20.49047539,12.75910519
class,c__Bacteroidia,-7.766501337,20.52718523,12.7606839
phylum,p__Bacteroidota,-7.766501337,20.52718523,12.7606839
family,f__Enterobacteriaceae,6.782935546,6.077585731,12.86052128
order,o__Enterobacterales,6.75236408,6.108470015,12.86083409
class,c__Gammaproteobacteria,6.511663328,6.382016523,12.89367985
genus,g__Lactobacillus,-11.49315854,24.38878531,12.89562677
phylum,p__Pseudomonadota,6.233820429,6.665490123,12.89931055
family,f__Bacteroidaceae,-1.529681874,14.42937298,12.89969111
order,o__Lactobacillales,-4.838302465,17.86766705,13.02936458
genus,g__Prevotella,-4.34604514,17.60895035,13.26290521
class,c__Clostridia,-17.11388614,30.38031755,13.26643141
order,o__Oscillospirales,-16.18389667,29.45654674,13.27265007
class,c__Bacilli,-11.03076438,24.34894239,13.31817802
class,c__Clostridia,-19.53034716,33.29937635,13.76902919
order,o__Bacteroidales,-7.25869497,21.19343311,13.93473814
class,c__Bacteroidia,-7.274154692,21.21195749,13.93780279
phylum,p__Bacteroidota,-7.274154692,21.21195749,13.93780279
order,o__Oscillospirales,-22.58719344,36.59766402,14.01047058
order,o__Bacteroidales,-6.308059029,20.32441401,14.01635498
class,c__Bacteroidia,-6.362685337,20.3844253,14.02173997
phylum,p__Bacteroidota,-6.362685337,20.3844253,14.02173997
family,f__Bacteroidaceae,-6.741898347,20.90446603,14.16256768
order,o__Bacteroidales,-4.686366106,18.85227968,14.16591357
class,c__Bacteroidia,-4.72545982,18.8965997,14.17113988
phylum,p__Bacteroidota,-4.72545982,18.8965997,14.17113988
order,o__Bacteroidales,-10.89381227,25.06639851,14.17258625
class,c__Bacteroidia,-10.90835182,25.08635645,14.17800463
phylum,p__Bacteroidota,-10.90835182,25.08635645,14.17800463
class,c__Clostridia,-22.71988907,36.97404877,14.2541597
order,o__Bacteroidales,-7.072337501,21.40955898,14.33722147
class,c__Bacteroidia,-7.082612206,21.42658696,14.34397476
phylum,p__Bacteroidota,-7.082612206,21.42658696,14.34397476
class,c__Clostridia,-21.40590205,35.89666657,14.49076451
class,c__Clostridia,-10.50248161,24.99808192,14.49560031
class,c__Clostridia,-23.25206972,37.79619211,14.54412239
class,c__Clostridia,-20.72048275,35.34841853,14.62793578
genus,g__Prevotella,-3.729384841,18.38234337,14.65295853
class,c__Clostridia,-13.07548672,27.74232045,14.66683373
class,c__Bacilli,-9.135884922,23.92069447,14.78480955
family,f__Bacteroidaceae,-6.189304289,21.16290289,14.9735986
order,o__Bacteroidales,-5.968016684,21.07130061,15.10328393
class,c__Bacteroidia,-6.030263754,21.1417652,15.11150144
phylum,p__Bacteroidota,-6.030263754,21.1417652,15.11150144
class,c__Clostridia,-27.08853331,42.30769231,15.219159
class,c__Clostridia,-28.54619265,43.99534167,15.44914902
genus,g__Prevotella,-7.272059938,22.77896126,15.50690133
phylum,p__Bacillota,-31.42616464,47.07769778,15.65153313
genus,g__Prevotella,3.058480542,12.62395746,15.68243801
strain,GCF_000184535 s__Companilactobacillus farciminis,15.93740142,0,15.93740142
species,s__Companilactobacillus farciminis,-15.59599993,31.53340134,15.93740142
phylum,p__Bacillota,-24.15697979,40.1460183,15.98903851
phylum,p__Bacillota,-14.6558183,30.65654086,16.00072256
phylum,p__Bacillota,-24.04416985,40.23518519,16.19101533
phylum,p__Bacillota,-25.49289692,41.68498168,16.19208477
class,c__Clostridia,-19.79456735,36.13218125,16.3376139
family,f__Bacteroidaceae,-5.630800594,22.14303381,16.51223321
class,c__Clostridia,-16.16662824,32.68385518,16.51722695
class,c__Clostridia,-24.84204651,41.42242924,16.58038273
class,c__Clostridia,-19.4564207,36.14035327,16.68393256
phylum,p__Bacillota,-24.26900547,40.97505401,16.70604854
class,c__Clostridia,-25.78893799,42.55976042,16.77082243
genus,g__Prevotella,-5.457747873,22.27142951,16.81368164
order,o__Bacteroidales,-8.646697583,25.47737162,16.83067403
class,c__Bacteroidia,-8.794743094,25.63811213,16.84336904
phylum,p__Bacteroidota,-8.794743094,25.63811213,16.84336904
order,o__Bacteroidales,-11.014149,27.89486124,16.88071224
class,c__Bacteroidia,-11.021036,27.90766382,16.88662782
phylum,p__Bacteroidota,-11.021036,27.90766382,16.88662782
genus,g__Prevotella,-4.649628278,21.58468964,16.93506136
family,f__Bacteroidaceae,-2.531624806,19.52998244,16.99835764
phylum,p__Bacillota,-19.74295645,36.83130212,17.08834567
genus,g__Prevotella,-4.736963739,21.8580378,17.12107406
class,c__Clostridia,-9.785011171,26.92290548,17.13789431
genus,g__Prevotella,-6.50597923,23.70450442,17.19852519
genus,g__Prevotella,-8.268902851,25.46937672,17.20047387
genus,g__Prevotella,-5.421504098,22.67555059,17.25404649
class,c__Clostridia,-28.08484742,45.33984534,17.25499792
class,c__Clostridia,-31.52246782,48.8087114,17.28624358
class,c__Clostridia,-14.64610434,32.01104406,17.36493972
genus,g__Prevotella,-3.785494695,21.22509704,17.43960235
genus,g__Prevotella,-7.28008524,24.72881957,17.44873433
genus,g__Prevotella,-5.838534639,23.38572793,17.54719329
phylum,p__Bacillota,-28.48954742,46.05822593,17.56867851
phylum,p__Bacillota,-24.73662503,42.32116475,17.58453972
genus,g__Prevotella,-7.721535075,25.45462963,17.73309456
class,c__Clostridia,-24.67869667,42.44808704,17.76939037
genus,g__Prevotella,-6.848692152,24.74860601,17.89991386
class,c__Clostridia,-16.91919195,34.90140401,17.98221205
order,o__Bacteroidales,-7.968140812,26.03366407,18.06552326
class,c__Bacteroidia,-8.031120095,26.10658264,18.07546254
phylum,p__Bacteroidota,-8.031120095,26.10658264,18.07546254
genus,g__Prevotella,-8.741475732,26.83305588,18.09158015
family,f__Bacteroidaceae,-10.01557603,28.39069079,18.37511476
genus,g__Companilactobacillus,-13.46339322,31.90892461,18.44553139
family,f__Bacteroidaceae,2.9159485,15.56776341,18.48371191
class,c__Clostridia,-14.50622117,33.02378189,18.51756071
phylum,p__Bacillota,-23.82441217,42.41064841,18.58623624
order,o__Bacteroidales,-6.576074487,25.20075538,18.62468089
class,c__Bacteroidia,-6.587932949,25.21682729,18.62889434
phylum,p__Bacteroidota,-6.587932949,25.21682729,18.62889434
order,o__Bacteroidales,-11.31453639,30.17132171,18.85678532
class,c__Bacteroidia,-11.38296515,30.25275985,18.8697947
phylum,p__Bacteroidota,-11.38296515,30.25275985,18.8697947
order,o__Bacteroidales,-10.3204978,29.24798104,18.92748324
class,c__Bacteroidia,-10.33789028,29.27045173,18.93256145
phylum,p__Bacteroidota,-10.33789028,29.27045173,18.93256145
phylum,p__Bacillota,-28.89038898,47.86816409,18.97777511
genus,g__Prevotella,-5.067686969,24.16403506,19.09634809
class,c__Clostridia,-24.04651164,43.19594758,19.14943594
family,f__Bacteroidaceae,-6.929179594,26.10330663,19.17412703
family,f__Bacteroidaceae,-6.54279995,25.80294299,19.26014304
class,c__Clostridia,-25.77254808,45.05833892,19.28579084
family,f__Bacteroidaceae,-9.318022007,28.62125839,19.30323638
phylum,p__Bacillota,-26.3679159,45.69114891,19.32323301
order,o__Bacteroidales,-8.217006644,27.54600365,19.32899701
class,c__Bacteroidia,-8.273712818,27.61155593,19.33784311
phylum,p__Bacteroidota,-8.273712818,27.61155593,19.33784311
family,f__Bacteroidaceae,-7.940350859,27.31168209,19.37133123
phylum,p__Bacillota,-34.60141862,53.98221275,19.38079412
phylum,p__Bacillota,-16.61125272,36.02233494,19.41108222
genus,g__Prevotella,-8.862750738,28.31899674,19.456246
family,f__Bacteroidaceae,-10.95774426,30.62057776,19.6628335
phylum,p__Bacillota,-38.54528952,58.21501253,19.669723
class,c__Clostridia,-20.443273,40.1940231,19.7507501
phylum,p__Bacillota,-21.0967164,40.88385688,19.78714049
family,f__Bacteroidaceae,-6.273456936,26.11128733,19.83783039
family,f__Bacteroidaceae,-7.861431835,27.71679215,19.85536031
family,f__Bacteroidaceae,-9.545190457,29.55130344,20.00611298
order,o__Bacteroidales,-6.313247133,26.36570643,20.0524593
class,c__Bacteroidia,-6.324240515,26.38181779,20.05757728
phylum,p__Bacteroidota,-6.324240515,26.38181779,20.05757728
class,c__Clostridia,-18.28338715,38.35800107,20.07461392
family,f__Bacteroidaceae,-9.686289814,29.76958525,20.08329544
family,f__Bacteroidaceae,-8.180770334,28.39386117,20.21309084
class,c__Clostridia,-20.54432671,40.76207355,20.21774684
order,o__Bacteroidales,-10.11508273,30.35103035,20.23594761
class,c__Bacteroidia,-10.17494628,30.43028785,20.25534157
phylum,p__Bacteroidota,-10.17494628,30.43028785,20.25534157
phylum,p__Bacillota,-35.79179285,56.06846716,20.27667431
class,c__Clostridia,-21.95331098,42.26510616,20.31179518
family,f__Bacteroidaceae,-10.36829264,30.70925926,20.34096662
phylum,p__Bacillota,-33.39144933,53.74553114,20.35408181
phylum,p__Bacillota,-31.82072026,52.39181094,20.57109067
class,c__Clostridia,-19.85690421,40.65673322,20.79982902
class,c__Clostridia,-19.24939188,40.12497416,20.87558228
class,c__Clostridia,-16.35810068,37.24864347,20.89054279
class,c__Clostridia,-17.60369119,38.51782656,20.91413537
genus,g__Prevotella,-4.772108165,25.71909344,20.94698528
family,f__Bacteroidaceae,-11.1649963,32.12040649,20.95541019
class,c__Clostridia,-23.79126931,45.07421454,21.28294523
class,c__Clostridia,-24.70508216,46.09568001,21.39059784
order,o__Bacteroidales,-10.8772676,32.31031417,21.43304658
phylum,p__Bacillota,-37.52302128,58.96692073,21.44389945
class,c__Bacteroidia,-10.87729805,32.32322487,21.44592682
phylum,p__Bacteroidota,-10.87729805,32.32322487,21.44592682
family,f__Bacteroidaceae,-7.292163989,28.74155181,21.44938782
genus,g__Prevotella,-7.919913559,29.4127863,21.49287274
family,f__Bacteroidaceae,-11.36076067,32.86801401,21.50725334
class,c__Clostridia,-24.4973253,46.19477938,21.69745408
order,o__Bacteroidales,-7.307237484,29.5045408,22.19730332
class,c__Bacteroidia,-7.313902321,29.51728429,22.20338197
phylum,p__Bacteroidota,-7.313902321,29.51728429,22.20338197
order,o__Bacteroidales,-13.98267571,36.21070739,22.22803168
class,c__Bacteroidia,-14.10722357,36.34272455,22.23550099
phylum,p__Bacteroidota,-14.10722357,36.34272455,22.23550099
order,o__Bacteroidales,-10.14970971,32.65057732,22.5008676
class,c__Bacteroidia,-10.21653338,32.72412491,22.50759153
phylum,p__Bacteroidota,-10.21653338,32.72412491,22.50759153
genus,g__Prevotella,-12.00287448,34.66604152,22.66316703
phylum,p__Bacillota,-30.32242533,53.24281286,22.92038753
phylum,p__Bacillota,-19.02058373,42.02754809,23.00696436
family,f__Bacteroidaceae,-7.354373957,30.50428564,23.14991168
phylum,p__Bacillota,-25.76651686,49.01672029,23.25020343
order,o__Bacteroidales,-10.98268066,34.49382627,23.51114561
class,c__Bacteroidia,-11.02701304,34.54771913,23.5207061
phylum,p__Bacteroidota,-11.02701304,34.54771913,23.5207061
phylum,p__Bacillota,-23.81219096,47.47050828,23.65831732
phylum,p__Bacillota,-26.20649377,49.89115002,23.68465625
phylum,p__Bacillota,-24.0390134,47.7415104,23.702497
order,o__Bacteroidales,-11.54510718,35.25215448,23.7070473
class,c__Bacteroidia,-11.62852606,35.34312161,23.71459555
phylum,p__Bacteroidota,-11.62852606,35.34312161,23.71459555
phylum,p__Bacillota,-27.778845,51.78199349,24.00314849
order,o__Bacteroidales,-11.40673679,35.42359626,24.01685947
class,c__Bacteroidia,-11.48260693,35.51311165,24.03050472
phylum,p__Bacteroidota,-11.48260693,35.51311165,24.03050472
class,c__Clostridia,-36.09442373,60.19463926,24.10021553
phylum,p__Bacillota,-33.76121839,57.99934783,24.23812944
genus,g__Prevotella,-8.693307559,32.98107761,24.28777005
phylum,p__Bacillota,-42.88425933,67.27237904,24.38811971
family,f__Bacteroidaceae,-10.33584936,34.85213719,24.51628783
family,f__Bacteroidaceae,-14.87006706,39.43139679,24.56132973
order,o__Bacteroidales,-14.92804756,39.65388725,24.72583968
class,c__Bacteroidia,-14.99763852,39.73588094,24.73824241
phylum,p__Bacteroidota,-14.99763852,39.73588094,24.73824241
genus,g__Prevotella,-9.360621223,34.13899106,24.77836984
phylum,p__Bacillota,-37.05258165,61.83977956,24.78719791
phylum,p__Bacillota,-32.24836989,57.27548715,25.02711726
order,o__Bacteroidales,-15.39725956,40.43617804,25.03891848
class,c__Bacteroidia,-15.42236768,40.4740678,25.05170012
phylum,p__Bacteroidota,-15.42236768,40.4740678,25.05170012
order,o__Bacteroidales,-16.5499219,41.60259588,25.05267398
class,c__Bacteroidia,-16.63544751,41.70084276,25.06539525
phylum,p__Bacteroidota,-16.63544751,41.70084276,25.06539525
order,o__Bacteroidales,-11.8909931,37.4431325,25.5521394
class,c__Bacteroidia,-11.93776014,37.50169949,25.56393935
phylum,p__Bacteroidota,-11.93776014,37.50169949,25.56393935
order,o__Bacteroidales,-15.43530686,41.01655902,25.58125216
class,c__Bacteroidia,-15.4829314,41.07311169,25.59018029
phylum,p__Bacteroidota,-15.4829314,41.07311169,25.59018029
order,o__Bacteroidales,-14.70414343,40.39111426,25.68697083
class,c__Bacteroidia,-14.8011401,40.50218599,25.70104588
phylum,p__Bacteroidota,-14.8011401,40.50218599,25.70104588
phylum,p__Bacillota,-33.94897669,59.77540979,25.8264331
order,o__Bacteroidales,-15.61530359,41.4537037,25.83840011
class,c__Bacteroidia,-15.68786266,41.54259259,25.85472993
phylum,p__Bacteroidota,-15.68786266,41.54259259,25.85472993
class,c__Clostridia,-25.20359897,51.19049791,25.98689894
order,o__Bacteroidales,-14.55201384,40.54710956,25.99509572
order,o__Bacteroidales,-10.77209045,36.77330192,26.00121146
class,c__Bacteroidia,-14.59421525,40.59834151,26.00412626
phylum,p__Bacteroidota,-14.59421525,40.59834151,26.00412626
class,c__Bacteroidia,-10.84512321,36.85335387,26.00823067
phylum,p__Bacteroidota,-10.84512321,36.85335387,26.00823067
order,o__Bacteroidales,-13.24968372,39.60270872,26.35302501
class,c__Bacteroidia,-13.36578009,39.72559143,26.35981134
phylum,p__Bacteroidota,-13.36578009,39.72559143,26.35981134
family,f__Bacteroidaceae,-11.45702131,37.87042976,26.41340845
class,c__Clostridia,-32.8993848,59.33997755,26.44059274
phylum,p__Bacillota,-27.35351645,54.08091537,26.72739892
order,o__Bacteroidales,-8.671650753,35.45558172,26.78393097
class,c__Bacteroidia,-8.686653926,35.4755506,26.78889667
phylum,p__Bacteroidota,-8.686653926,35.4755506,26.78889667
class,c__Clostridia,-27.60222606,54.49006727,26.88784121
phylum,p__Bacillota,-33.10134919,60.14049107,27.03914189
phylum,p__Bacillota,-29.51964988,56.5844242,27.06477432
family,f__Bacteroidaceae,-12.13363624,39.29922883,27.1655926
phylum,p__Bacillota,-28.50269018,55.82255508,27.3198649
phylum,p__Bacillota,-28.20377248,55.7647397,27.56096722
phylum,p__Bacillota,-26.85244596,54.41589531,27.56344935
order,o__Bacteroidales,-10.77054654,38.36882789,27.59828135
class,c__Bacteroidia,-10.79636788,38.41089551,27.61452763
phylum,p__Bacteroidota,-10.79636788,38.41089551,27.61452763
phylum,p__Bacillota,-29.73906863,57.4230933,27.68402466
phylum,p__Bacillota,-31.24672647,58.94717507,27.70044861
phylum,p__Bacillota,-32.21892866,59.93117011,27.71224145
phylum,p__Bacillota,-33.66334881,61.70820421,28.0448554
order,o__Bacteroidales,-11.75356301,39.82823245,28.07466944
class,c__Bacteroidia,-11.81250899,39.90349143,28.09098244
phylum,p__Bacteroidota,-11.81250899,39.90349143,28.09098244
order,o__Bacteroidales,-14.26115441,42.81665289,28.55549848
class,c__Bacteroidia,-14.34659277,42.90765608,28.56106331
phylum,p__Bacteroidota,-14.34659277,42.90765608,28.56106331
order,o__Bacteroidales,-19.63478921,48.39691403,28.76212481
class,c__Bacteroidia,-19.72873255,48.50347385,28.7747413
phylum,p__Bacteroidota,-19.72873255,48.50347385,28.7747413
phylum,p__Bacillota,-35.87961393,64.9958199,29.11620597
phylum,p__Bacillota,-30.78869547,60.56508637,29.7763909
genus,g__Prevotella,-16.61103066,46.63066809,30.01963744
phylum,p__Bacillota,-32.99248087,63.35142023,30.35893936
phylum,p__Bacillota,-35.53907909,66.17091821,30.63183912
phylum,p__Bacillota,-30.1963196,61.42056961,31.22425001
order,o__Bacteroidales,-2.179882733,33.56703408,31.38715135
class,c__Bacteroidia,-2.187719096,33.57938571,31.39166662
phylum,p__Bacteroidota,-2.187719096,33.57938571,31.39166662
order,o__Bacteroidales,-16.09358387,47.51920361,31.42561974
class,c__Bacteroidia,-16.12268828,47.56225594,31.43956766
phylum,p__Bacteroidota,-16.12268828,47.56225594,31.43956766
order,o__Bacteroidales,-15.53887527,47.05099423,31.51211896
class,c__Bacteroidia,-15.60193224,47.12957024,31.527638
phylum,p__Bacteroidota,-15.60193224,47.12957024,31.527638
family,f__Bacteroidaceae,-20.72723933,53.27789168,32.55065235
phylum,p__Bacillota,-35.62660041,68.37833635,32.75173594
family,f__Lactobacillaceae,-29.99602303,65.14581208,35.14978905
order,o__Lactobacillales,-29.97755269,65.33313399,35.3555813
order,o__Bacteroidales,-25.03911515,61.27746816,36.23835302
class,c__Bacteroidia,-25.15885905,61.40740955,36.2485505
phylum,p__Bacteroidota,-25.15885905,61.40740955,36.2485505
class,c__Bacilli,-32.87161164,70.57287086,37.70125922
phylum,p__Bacillota,-46.07706058,85.88557241,39.80851182
superkingdom,d__Bacteria,-55.16794677,98.80866481,43.64071804
superkingdom,d__Bacteria,-53.42305784,97.81496644,44.3919086
superkingdom,d__Bacteria,-50.70893829,95.71875293,45.00981464
superkingdom,d__Bacteria,-49.89737466,95.99257268,46.09519802
phylum,p__Bacillota,-43.0246885,90.81419073,47.78950224
superkingdom,d__Bacteria,-47.78767203,95.60329003,47.815618
superkingdom,d__Bacteria,-50.59633161,98.45707361,47.860742
superkingdom,d__Bacteria,-44.60782069,92.67711585,48.06929516
superkingdom,d__Bacteria,-49.85008817,99.37733545,49.52724728
superkingdom,d__Bacteria,-39.64403809,89.26737731,49.62333922
superkingdom,d__Bacteria,-46.69335159,97.57673474,50.88338315
superkingdom,d__Bacteria,-48.26169885,99.26404054,51.00234169
